position,surah,ayah,position_in_ayah,page,line,juz,number,number_last,text,rasm_imlai,marks,resegmented
50484,28,56,11,392,8,20,50486,50486,وَهُوَ,وهو,,0
50485,28,56,12,392,8,20,50487,50487,أَعۡلَمُ,أعلم,,0
50486,28,56,13,392,8,20,50488,50488,بِٱلۡمُهۡتَدِينَ,بالمهتدين,,0
50487,28,57,1,392,9,20,50489,50489,وَقَالُوٓاْ,وقالوا,,0
50488,28,57,2,392,9,20,50490,50490,إِن,إن,,0
50489,28,57,3,392,9,20,50491,50491,نَّتَّبِعِ,نتبع,,0
50490,28,57,4,392,9,20,50492,50492,ٱلۡهُدَىٰ,الهدى,,0
50491,28,57,5,392,9,20,50493,50493,مَعَكَ,معك,,0
50492,28,57,6,392,9,20,50494,50494,نُتَخَطَّفۡ,نتخطف,,0
50493,28,57,7,392,9,20,50495,50495,مِنۡ,من,,0
50494,28,57,8,392,9,20,50496,50496,أَرۡضِنَآ,أرضنا,waqf:after:ۚ,0
50495,28,57,9,392,9,20,50497,50497,أَوَلَمۡ,أو لم,,0
50496,28,57,10,392,10,20,50498,50498,نُمَكِّن,نمكن,,0
50497,28,57,11,392,10,20,50499,50499,لَّهُمۡ,لهم,,0
50498,28,57,12,392,10,20,50500,50500,حَرَمًا,حرما,,0
50499,28,57,13,392,10,20,50501,50501,ءَامِنࣰا,آمنا,,0
50500,28,57,14,392,10,20,50502,50502,يُجۡبَىٰٓ,يجبى,,0
50501,28,57,15,392,10,20,50503,50503,إِلَيۡهِ,إليه,,0
50502,28,57,16,392,10,20,50504,50504,ثَمَرَٰتُ,ثمرات,,0
50503,28,57,17,392,10,20,50505,50505,كُلِّ,كل,,0
50504,28,57,18,392,10,20,50506,50506,شَيۡءࣲ,شيء,,0
50505,28,57,19,392,10,20,50507,50507,رِّزۡقࣰا,رزقا,,0
50506,28,57,20,392,11,20,50508,50508,مِّن,من,,0
50507,28,57,21,392,11,20,50509,50509,لَّدُنَّا,لدنا,,0
50508,28,57,22,392,11,20,50510,50510,وَلَٰكِنَّ,ولكن,,0
50509,28,57,23,392,11,20,50511,50511,أَكۡثَرَهُمۡ,أكثرهم,,0
50510,28,57,24,392,11,20,50512,50512,لَا,لا,,0
50511,28,57,25,392,11,20,50513,50513,يَعۡلَمُونَ,يعلمون,,0
50512,28,58,1,392,11,20,50514,50514,وَكَمۡ,وكم,,0
50513,28,58,2,392,11,20,50515,50515,أَهۡلَكۡنَا,أهلكنا,,0
50514,28,58,3,392,11,20,50516,50516,مِن,من,,0
50515,28,58,4,392,12,20,50517,50517,قَرۡيَةِۭ,قرية,,0
50516,28,58,5,392,12,20,50518,50518,بَطِرَتۡ,بطرت,,0
50517,28,58,6,392,12,20,50519,50519,مَعِيشَتَهَا,معيشتها,waqf:after:ۖ,0
50518,28,58,7,392,12,20,50520,50520,فَتِلۡكَ,فتلك,,0
50519,28,58,8,392,12,20,50521,50521,مَسَٰكِنُهُمۡ,مساكنهم,,0
50520,28,58,9,392,12,20,50522,50522,لَمۡ,لم,,0
50521,28,58,10,392,12,20,50523,50523,تُسۡكَن,تسكن,,0
50522,28,58,11,392,12,20,50524,50524,مِّنۢ,من,,0
50523,28,58,12,392,13,20,50525,50525,بَعۡدِهِمۡ,بعدهم,,0
50524,28,58,13,392,13,20,50526,50526,إِلَّا,إلا,,0
50525,28,58,14,392,13,20,50527,50527,قَلِيلࣰا,قليلا,waqf:after:ۖ,0
50526,28,58,15,392,13,20,50528,50528,وَكُنَّا,وكنا,,0
50527,28,58,16,392,13,20,50529,50529,نَحۡنُ,نحن,,0
50528,28,58,17,392,13,20,50530,50530,ٱلۡوَٰرِثِينَ,الوارثين,,0
50529,28,59,1,392,13,20,50531,50531,وَمَا,وما,,0
50530,28,59,2,392,13,20,50532,50532,كَانَ,كان,,0
50531,28,59,3,392,13,20,50533,50533,رَبُّكَ,ربك,,0
50532,28,59,4,392,14,20,50534,50534,مُهۡلِكَ,مهلك,,0
50533,28,59,5,392,14,20,50535,50535,ٱلۡقُرَىٰ,القرى,,0
50534,28,59,6,392,14,20,50536,50536,حَتَّىٰ,حتى,,0
50535,28,59,7,392,14,20,50537,50537,يَبۡعَثَ,يبعث,,0
50536,28,59,8,392,14,20,50538,50538,فِيٓ,في,,0
50537,28,59,9,392,14,20,50539,50539,أُمِّهَا,أمها,,0
50538,28,59,10,392,14,20,50540,50540,رَسُولࣰا,رسولا,,0
50539,28,59,11,392,14,20,50541,50541,يَتۡلُواْ,يتلو,,0
50540,28,59,12,392,14,20,50542,50542,عَلَيۡهِمۡ,عليهم,,0
50541,28,59,13,392,15,20,50543,50543,ءَايَٰتِنَا,آياتنا,waqf:after:ۚ,0
50542,28,59,14,392,15,20,50544,50544,وَمَا,وما,,0
50543,28,59,15,392,15,20,50545,50545,كُنَّا,كنا,,0
50544,28,59,16,392,15,20,50546,50546,مُهۡلِكِي,مهلكي,,0
50545,28,59,17,392,15,20,50547,50547,ٱلۡقُرَىٰٓ,القرى,,0
50546,28,59,18,392,15,20,50548,50548,إِلَّا,إلا,,0
50547,28,59,19,392,15,20,50549,50549,وَأَهۡلُهَا,وأهلها,,0
50548,28,59,20,392,15,20,50550,50550,ظَٰلِمُونَ,ظالمون,,0
50549,28,60,1,393,1,20,50551,50551,وَمَآ,وما,,0
50550,28,60,2,393,1,20,50552,50552,أُوتِيتُم,أوتيتم,,0
50551,28,60,3,393,1,20,50553,50553,مِّن,من,,0
50552,28,60,4,393,1,20,50554,50554,شَيۡءࣲ,شيء,,0
50553,28,60,5,393,1,20,50555,50555,فَمَتَٰعُ,فمتاع,,0
50554,28,60,6,393,1,20,50556,50556,ٱلۡحَيَوٰةِ,الحياة,,0
50555,28,60,7,393,1,20,50557,50557,ٱلدُّنۡيَا,الدنيا,,0
50556,28,60,8,393,1,20,50558,50558,وَزِينَتُهَا,وزينتها,waqf:after:ۚ,0
50557,28,60,9,393,1,20,50559,50559,وَمَا,وما,,0
50558,28,60,10,393,1,20,50560,50560,عِندَ,عند,,0
50559,28,60,11,393,2,20,50561,50561,ٱللَّهِ,الله,,0
50560,28,60,12,393,2,20,50562,50562,خَيۡرࣱ,خير,,0
50561,28,60,13,393,2,20,50563,50563,وَأَبۡقَىٰٓ,وأبقى,waqf:after:ۚ,0
50562,28,60,14,393,2,20,50564,50564,أَفَلَا,أفلا,,0
50563,28,60,15,393,2,20,50565,50565,تَعۡقِلُونَ,تعقلون,,0
50564,28,61,1,393,2,20,50566,50566,أَفَمَن,أفمن,,0
50565,28,61,2,393,2,20,50567,50567,وَعَدۡنَٰهُ,وعدناه,,0
50566,28,61,3,393,2,20,50568,50568,وَعۡدًا,وعدا,,0
50567,28,61,4,393,2,20,50569,50569,حَسَنࣰا,حسنا,,0
50568,28,61,5,393,3,20,50570,50570,فَهُوَ,فهو,,0
50569,28,61,6,393,3,20,50571,50571,لَٰقِيهِ,لاقيه,,0
50570,28,61,7,393,3,20,50572,50572,كَمَن,كمن,,0
50571,28,61,8,393,3,20,50573,50573,مَّتَّعۡنَٰهُ,متعناه,,0
50572,28,61,9,393,3,20,50574,50574,مَتَٰعَ,متاع,,0
50573,28,61,10,393,3,20,50575,50575,ٱلۡحَيَوٰةِ,الحياة,,0
50574,28,61,11,393,3,20,50576,50576,ٱلدُّنۡيَا,الدنيا,,0
50575,28,61,12,393,3,20,50577,50577,ثُمَّ,ثم,,0
50576,28,61,13,393,3,20,50578,50578,هُوَ,هو,,0
50577,28,61,14,393,3,20,50579,50579,يَوۡمَ,يوم,,0
50578,28,61,15,393,3,20,50580,50580,ٱلۡقِيَٰمَةِ,القيامة,,0
50579,28,61,16,393,4,20,50581,50581,مِنَ,من,,0
50580,28,61,17,393,4,20,50582,50582,ٱلۡمُحۡضَرِينَ,المحضرين,,0
50581,28,62,1,393,4,20,50583,50583,وَيَوۡمَ,ويوم,,0
50582,28,62,2,393,4,20,50584,50584,يُنَادِيهِمۡ,يناديهم,,0
50583,28,62,3,393,4,20,50585,50585,فَيَقُولُ,فيقول,,0
50584,28,62,4,393,4,20,50586,50586,أَيۡنَ,أين,,0
50585,28,62,5,393,4,20,50587,50587,شُرَكَآءِيَ,شركائي,,0
50586,28,62,6,393,5,20,50588,50588,ٱلَّذِينَ,الذين,,0
50587,28,62,7,393,5,20,50589,50589,كُنتُمۡ,كنتم,,0
50588,28,62,8,393,5,20,50590,50590,تَزۡعُمُونَ,تزعمون,,0
50589,28,63,1,393,5,20,50591,50591,قَالَ,قال,,0
50590,28,63,2,393,5,20,50592,50592,ٱلَّذِينَ,الذين,,0
50591,28,63,3,393,5,20,50593,50593,حَقَّ,حق,,0
50592,28,63,4,393,5,20,50594,50594,عَلَيۡهِمُ,عليهم,,0
50593,28,63,5,393,5,20,50595,50595,ٱلۡقَوۡلُ,القول,,0
50594,28,63,6,393,5,20,50596,50596,رَبَّنَا,ربنا,,0
50595,28,63,7,393,6,20,50597,50597,هَٰٓؤُلَآءِ,هؤلاء,,0
50596,28,63,8,393,6,20,50598,50598,ٱلَّذِينَ,الذين,,0
50597,28,63,9,393,6,20,50599,50599,أَغۡوَيۡنَآ,أغوينا,,0
50598,28,63,10,393,6,20,50600,50600,أَغۡوَيۡنَٰهُمۡ,أغويناهم,,0
50599,28,63,11,393,6,20,50601,50601,كَمَا,كما,,0
50600,28,63,12,393,6,20,50602,50602,غَوَيۡنَا,غوينا,waqf:after:ۖ,0
50601,28,63,13,393,6,20,50603,50603,تَبَرَّأۡنَآ,تبرأنا,,0
50602,28,63,14,393,6,20,50604,50604,إِلَيۡكَ,إليك,waqf:after:ۖ,0
50603,28,63,15,393,7,20,50605,50605,مَا,ما,,0
50604,28,63,16,393,7,20,50606,50606,كَانُوٓاْ,كانوا,,0
50605,28,63,17,393,7,20,50607,50607,إِيَّانَا,إيانا,,0
50606,28,63,18,393,7,20,50608,50608,يَعۡبُدُونَ,يعبدون,,0
50607,28,64,1,393,7,20,50609,50609,وَقِيلَ,وقيل,,0
50608,28,64,2,393,7,20,50610,50610,ٱدۡعُواْ,ادعوا,,0
50609,28,64,3,393,7,20,50611,50611,شُرَكَآءَكُمۡ,شركاءكم,,0
50610,28,64,4,393,7,20,50612,50612,فَدَعَوۡهُمۡ,فدعوهم,,0
50611,28,64,5,393,7,20,50613,50613,فَلَمۡ,فلم,,0
50612,28,64,6,393,8,20,50614,50614,يَسۡتَجِيبُواْ,يستجيبوا,,0
50613,28,64,7,393,8,20,50615,50615,لَهُمۡ,لهم,,0
50614,28,64,8,393,8,20,50616,50616,وَرَأَوُاْ,ورأوا,,0
50615,28,64,9,393,8,20,50617,50617,ٱلۡعَذَابَ,العذاب,waqf:after:ۚ,0
50616,28,64,10,393,8,20,50618,50618,لَوۡ,لو,,0
50617,28,64,11,393,8,20,50619,50619,أَنَّهُمۡ,أنهم,,0
50618,28,64,12,393,8,20,50620,50620,كَانُواْ,كانوا,,0
50619,28,64,13,393,8,20,50621,50621,يَهۡتَدُونَ,يهتدون,,0
50620,28,65,1,393,9,20,50622,50622,وَيَوۡمَ,ويوم,,0
50621,28,65,2,393,9,20,50623,50623,يُنَادِيهِمۡ,يناديهم,,0
50622,28,65,3,393,9,20,50624,50624,فَيَقُولُ,فيقول,,0
50623,28,65,4,393,9,20,50625,50625,مَاذَآ,ماذا,,0
50624,28,65,5,393,9,20,50626,50626,أَجَبۡتُمُ,أجبتم,,0
50625,28,65,6,393,9,20,50627,50627,ٱلۡمُرۡسَلِينَ,المرسلين,,0
50626,28,66,1,393,9,20,50628,50628,فَعَمِيَتۡ,فعميت,,0
50627,28,66,2,393,10,20,50629,50629,عَلَيۡهِمُ,عليهم,,0
50628,28,66,3,393,10,20,50630,50630,ٱلۡأَنۢبَآءُ,الأنباء,,0
50629,28,66,4,393,10,20,50631,50631,يَوۡمَئِذࣲ,يومئذ,,0
50630,28,66,5,393,10,20,50632,50632,فَهُمۡ,فهم,,0
50631,28,66,6,393,10,20,50633,50633,لَا,لا,,0
50632,28,66,7,393,10,20,50634,50634,يَتَسَآءَلُونَ,يتساءلون,,0
50633,28,67,1,393,10,20,50635,50635,فَأَمَّا,فأما,,0
50634,28,67,2,393,10,20,50636,50636,مَن,من,,0
50635,28,67,3,393,10,20,50637,50637,تَابَ,تاب,,0
50636,28,67,4,393,11,20,50638,50638,وَءَامَنَ,وآمن,,0
50637,28,67,5,393,11,20,50639,50639,وَعَمِلَ,وعمل,,0
50638,28,67,6,393,11,20,50640,50640,صَٰلِحࣰا,صالحا,,0
50639,28,67,7,393,11,20,50641,50641,فَعَسَىٰٓ,فعسى,,0
50640,28,67,8,393,11,20,50642,50642,أَن,أن,,0
50641,28,67,9,393,11,20,50643,50643,يَكُونَ,يكون,,0
50642,28,67,10,393,11,20,50644,50644,مِنَ,من,,0
50643,28,67,11,393,11,20,50645,50645,ٱلۡمُفۡلِحِينَ,المفلحين,,0
50644,28,68,1,393,12,20,50646,50646,وَرَبُّكَ,وربك,,0
50645,28,68,2,393,12,20,50647,50647,يَخۡلُقُ,يخلق,,0
50646,28,68,3,393,12,20,50648,50648,مَا,ما,,0
50647,28,68,4,393,12,20,50649,50649,يَشَآءُ,يشاء,,0
50648,28,68,5,393,12,20,50650,50650,وَيَخۡتَارُ,ويختار,waqf:after:ۗ,0
50649,28,68,6,393,12,20,50651,50651,مَا,ما,,0
50650,28,68,7,393,12,20,50652,50652,كَانَ,كان,,0
50651,28,68,8,393,12,20,50653,50653,لَهُمُ,لهم,,0
50652,28,68,9,393,12,20,50654,50654,ٱلۡخِيَرَةُ,الخيرة,waqf:after:ۚ,0
50653,28,68,10,393,12,20,50655,50655,سُبۡحَٰنَ,سبحان,,0
50654,28,68,11,393,13,20,50656,50656,ٱللَّهِ,الله,,0
50655,28,68,12,393,13,20,50657,50657,وَتَعَٰلَىٰ,وتعالى,,0
50656,28,68,13,393,13,20,50658,50658,عَمَّا,عما,,0
50657,28,68,14,393,13,20,50659,50659,يُشۡرِكُونَ,يشركون,,0
50658,28,69,1,393,13,20,50660,50660,وَرَبُّكَ,وربك,,0
50659,28,69,2,393,13,20,50661,50661,يَعۡلَمُ,يعلم,,0
50660,28,69,3,393,13,20,50662,50662,مَا,ما,,0
50661,28,69,4,393,13,20,50663,50663,تُكِنُّ,تكن,,0
50662,28,69,5,393,14,20,50664,50664,صُدُورُهُمۡ,صدورهم,,0
50663,28,69,6,393,14,20,50665,50665,وَمَا,وما,,0
50664,28,69,7,393,14,20,50666,50666,يُعۡلِنُونَ,يعلنون,,0
50665,28,70,1,393,14,20,50667,50667,وَهُوَ,وهو,,0
50666,28,70,2,393,14,20,50668,50668,ٱللَّهُ,الله,,0
50667,28,70,3,393,14,20,50669,50669,لَآ,لا,,0
50668,28,70,4,393,14,20,50670,50670,إِلَٰهَ,إله,,0
50669,28,70,5,393,14,20,50671,50671,إِلَّا,إلا,,0
50670,28,70,6,393,14,20,50672,50672,هُوَ,هو,waqf:after:ۖ,0
50671,28,70,7,393,14,20,50673,50673,لَهُ,له,,0
50672,28,70,8,393,15,20,50674,50674,ٱلۡحَمۡدُ,الحمد,,0
50673,28,70,9,393,15,20,50675,50675,فِي,في,,0
50674,28,70,10,393,15,20,50676,50676,ٱلۡأُولَىٰ,الأولى,,0
50675,28,70,11,393,15,20,50677,50677,وَٱلۡأٓخِرَةِ,والآخرة,waqf:after:ۖ,0
50676,28,70,12,393,15,20,50678,50678,وَلَهُ,وله,,0
50677,28,70,13,393,15,20,50679,50679,ٱلۡحُكۡمُ,الحكم,,0
50678,28,70,14,393,15,20,50680,50680,وَإِلَيۡهِ,وإليه,,0
50679,28,70,15,393,15,20,50681,50681,تُرۡجَعُونَ,ترجعون,,0
50680,28,71,1,394,1,20,50682,50682,قُلۡ,قل,,0
50681,28,71,2,394,1,20,50683,50683,أَرَءَيۡتُمۡ,أرأيتم,,0
50682,28,71,3,394,1,20,50684,50684,إِن,إن,,0
50683,28,71,4,394,1,20,50685,50685,جَعَلَ,جعل,,0
50684,28,71,5,394,1,20,50686,50686,ٱللَّهُ,الله,,0
50685,28,71,6,394,1,20,50687,50687,عَلَيۡكُمُ,عليكم,,0
50686,28,71,7,394,1,20,50688,50688,ٱلَّيۡلَ,الليل,,0
50687,28,71,8,394,1,20,50689,50689,سَرۡمَدًا,سرمدا,,0
50688,28,71,9,394,1,20,50690,50690,إِلَىٰ,إلى,,0
50689,28,71,10,394,1,20,50691,50691,يَوۡمِ,يوم,,0
50690,28,71,11,394,2,20,50692,50692,ٱلۡقِيَٰمَةِ,القيامة,,0
50691,28,71,12,394,2,20,50693,50693,مَنۡ,من,,0
50692,28,71,13,394,2,20,50694,50694,إِلَٰهٌ,إله,,0
50693,28,71,14,394,2,20,50695,50695,غَيۡرُ,غير,,0
50694,28,71,15,394,2,20,50696,50696,ٱللَّهِ,الله,,0
50695,28,71,16,394,2,20,50697,50697,يَأۡتِيكُم,يأتيكم,,0
50696,28,71,17,394,2,20,50698,50698,بِضِيَآءٍ,بضياء,waqf:after:ۚ,0
50697,28,71,18,394,2,20,50699,50699,أَفَلَا,أفلا,,0
50698,28,71,19,394,2,20,50700,50700,تَسۡمَعُونَ,تسمعون,,0
50699,28,72,1,394,3,20,50701,50701,قُلۡ,قل,,0
50700,28,72,2,394,3,20,50702,50702,أَرَءَيۡتُمۡ,أرأيتم,,0
50701,28,72,3,394,3,20,50703,50703,إِن,إن,,0
50702,28,72,4,394,3,20,50704,50704,جَعَلَ,جعل,,0
50703,28,72,5,394,3,20,50705,50705,ٱللَّهُ,الله,,0
50704,28,72,6,394,3,20,50706,50706,عَلَيۡكُمُ,عليكم,,0
50705,28,72,7,394,3,20,50707,50707,ٱلنَّهَارَ,النهار,,0
50706,28,72,8,394,3,20,50708,50708,سَرۡمَدًا,سرمدا,,0
50707,28,72,9,394,3,20,50709,50709,إِلَىٰ,إلى,,0
50708,28,72,10,394,4,20,50710,50710,يَوۡمِ,يوم,,0
50709,28,72,11,394,4,20,50711,50711,ٱلۡقِيَٰمَةِ,القيامة,,0
50710,28,72,12,394,4,20,50712,50712,مَنۡ,من,,0
50711,28,72,13,394,4,20,50713,50713,إِلَٰهٌ,إله,,0
50712,28,72,14,394,4,20,50714,50714,غَيۡرُ,غير,,0
50713,28,72,15,394,4,20,50715,50715,ٱللَّهِ,الله,,0
50714,28,72,16,394,4,20,50716,50716,يَأۡتِيكُم,يأتيكم,,0
50715,28,72,17,394,4,20,50717,50717,بِلَيۡلࣲ,بليل,,0
50716,28,72,18,394,4,20,50718,50718,تَسۡكُنُونَ,تسكنون,,0
50717,28,72,19,394,5,20,50719,50719,فِيهِ,فيه,waqf:after:ۚ,0
50718,28,72,20,394,5,20,50720,50720,أَفَلَا,أفلا,,0
50719,28,72,21,394,5,20,50721,50721,تُبۡصِرُونَ,تبصرون,,0
50720,28,73,1,394,5,20,50722,50722,وَمِن,ومن,,0
50721,28,73,2,394,5,20,50723,50723,رَّحۡمَتِهِۦ,رحمته,,0
50722,28,73,3,394,5,20,50724,50724,جَعَلَ,جعل,,0
50723,28,73,4,394,5,20,50725,50725,لَكُمُ,لكم,,0
50724,28,73,5,394,5,20,50726,50726,ٱلَّيۡلَ,الليل,,0
50725,28,73,6,394,6,20,50727,50727,وَٱلنَّهَارَ,والنهار,,0
50726,28,73,7,394,6,20,50728,50728,لِتَسۡكُنُواْ,لتسكنوا,,0
50727,28,73,8,394,6,20,50729,50729,فِيهِ,فيه,,0
50728,28,73,9,394,6,20,50730,50730,وَلِتَبۡتَغُواْ,ولتبتغوا,,0
50729,28,73,10,394,6,20,50731,50731,مِن,من,,0
50730,28,73,11,394,6,20,50732,50732,فَضۡلِهِۦ,فضله,,0
50731,28,73,12,394,6,20,50733,50733,وَلَعَلَّكُمۡ,ولعلكم,,0
50732,28,73,13,394,7,20,50734,50734,تَشۡكُرُونَ,تشكرون,,0
50733,28,74,1,394,7,20,50735,50735,وَيَوۡمَ,ويوم,,0
50734,28,74,2,394,7,20,50736,50736,يُنَادِيهِمۡ,يناديهم,,0
50735,28,74,3,394,7,20,50737,50737,فَيَقُولُ,فيقول,,0
50736,28,74,4,394,7,20,50738,50738,أَيۡنَ,أين,,0
50737,28,74,5,394,7,20,50739,50739,شُرَكَآءِيَ,شركائي,,0
50738,28,74,6,394,7,20,50740,50740,ٱلَّذِينَ,الذين,,0
50739,28,74,7,394,8,20,50741,50741,كُنتُمۡ,كنتم,,0
50740,28,74,8,394,8,20,50742,50742,تَزۡعُمُونَ,تزعمون,,0
50741,28,75,1,394,8,20,50743,50743,وَنَزَعۡنَا,ونزعنا,,0
50742,28,75,2,394,8,20,50744,50744,مِن,من,,0
50743,28,75,3,394,8,20,50745,50745,كُلِّ,كل,,0
50744,28,75,4,394,8,20,50746,50746,أُمَّةࣲ,أمة,,0
50745,28,75,5,394,8,20,50747,50747,شَهِيدࣰا,شهيدا,,0
50746,28,75,6,394,8,20,50748,50748,فَقُلۡنَا,فقلنا,,0
50747,28,75,7,394,9,20,50749,50749,هَاتُواْ,هاتوا,,0
50748,28,75,8,394,9,20,50750,50750,بُرۡهَٰنَكُمۡ,برهانكم,,0
50749,28,75,9,394,9,20,50751,50751,فَعَلِمُوٓاْ,فعلموا,,0
50750,28,75,10,394,9,20,50752,50752,أَنَّ,أن,,0
50751,28,75,11,394,9,20,50753,50753,ٱلۡحَقَّ,الحق,,0
50752,28,75,12,394,9,20,50754,50754,لِلَّهِ,لله,,0
50753,28,75,13,394,9,20,50755,50755,وَضَلَّ,وضل,,0
50754,28,75,14,394,9,20,50756,50756,عَنۡهُم,عنهم,,0
50755,28,75,15,394,10,20,50757,50757,مَّا,ما,,0
50756,28,75,16,394,10,20,50758,50758,كَانُواْ,كانوا,,0
50757,28,75,17,394,10,20,50759,50759,يَفۡتَرُونَ,يفترون,,0
50758,28,76,1,394,10,20,50760,50760,إِنَّ,إن,division:before:۞,0
50759,28,76,2,394,10,20,50761,50761,قَٰرُونَ,قارون,,0
50760,28,76,3,394,10,20,50762,50762,كَانَ,كان,,0
50761,28,76,4,394,10,20,50763,50763,مِن,من,,0
50762,28,76,5,394,10,20,50764,50764,قَوۡمِ,قوم,,0
50763,28,76,6,394,10,20,50765,50765,مُوسَىٰ,موسى,,0
50764,28,76,7,394,11,20,50766,50766,فَبَغَىٰ,فبغى,,0
50765,28,76,8,394,11,20,50767,50767,عَلَيۡهِمۡ,عليهم,waqf:after:ۖ,0
50766,28,76,9,394,11,20,50768,50768,وَءَاتَيۡنَٰهُ,وآتيناه,,0
50767,28,76,10,394,11,20,50769,50769,مِنَ,من,,0
50768,28,76,11,394,11,20,50770,50770,ٱلۡكُنُوزِ,الكنوز,,0
50769,28,76,12,394,11,20,50771,50771,مَآ,ما,,0
50770,28,76,13,394,11,20,50772,50772,إِنَّ,إن,,0
50771,28,76,14,394,11,20,50773,50773,مَفَاتِحَهُۥ,مفاتحه,,0
50772,28,76,15,394,11,20,50774,50774,لَتَنُوٓأُ,لتنوأ,,0
50773,28,76,16,394,12,20,50775,50775,بِٱلۡعُصۡبَةِ,بالعصبة,,0
50774,28,76,17,394,12,20,50776,50776,أُوْلِي,أولي,,0
50775,28,76,18,394,12,20,50777,50777,ٱلۡقُوَّةِ,القوة,,0
50776,28,76,19,394,12,20,50778,50778,إِذۡ,إذ,,0
50777,28,76,20,394,12,20,50779,50779,قَالَ,قال,,0
50778,28,76,21,394,12,20,50780,50780,لَهُۥ,له,,0
50779,28,76,22,394,12,20,50781,50781,قَوۡمُهُۥ,قومه,,0
50780,28,76,23,394,12,20,50782,50782,لَا,لا,,0
50781,28,76,24,394,12,20,50783,50783,تَفۡرَحۡ,تفرح,waqf:after:ۖ,0
50782,28,76,25,394,12,20,50784,50784,إِنَّ,إن,,0
50783,28,76,26,394,12,20,50785,50785,ٱللَّهَ,الله,,0
50784,28,76,27,394,13,20,50786,50786,لَا,لا,,0
50785,28,76,28,394,13,20,50787,50787,يُحِبُّ,يحب,,0
50786,28,76,29,394,13,20,50788,50788,ٱلۡفَرِحِينَ,الفرحين,,0
50787,28,77,1,394,13,20,50789,50789,وَٱبۡتَغِ,وابتغ,,0
50788,28,77,2,394,13,20,50790,50790,فِيمَآ,فيما,,0
50789,28,77,3,394,13,20,50791,50791,ءَاتَىٰكَ,آتاك,,0
50790,28,77,4,394,13,20,50792,50792,ٱللَّهُ,الله,,0
50791,28,77,5,394,13,20,50793,50793,ٱلدَّارَ,الدار,,0
50792,28,77,6,394,13,20,50794,50794,ٱلۡأٓخِرَةَ,الآخرة,waqf:after:ۖ,0
50793,28,77,7,394,14,20,50795,50795,وَلَا,ولا,,0
50794,28,77,8,394,14,20,50796,50796,تَنسَ,تنس,,0
50795,28,77,9,394,14,20,50797,50797,نَصِيبَكَ,نصيبك,,0
50796,28,77,10,394,14,20,50798,50798,مِنَ,من,,0
50797,28,77,11,394,14,20,50799,50799,ٱلدُّنۡيَا,الدنيا,waqf:after:ۖ,0
50798,28,77,12,394,14,20,50800,50800,وَأَحۡسِن,وأحسن,,0
50799,28,77,13,394,14,20,50801,50801,كَمَآ,كما,,0
50800,28,77,14,394,14,20,50802,50802,أَحۡسَنَ,أحسن,,0
50801,28,77,15,394,14,20,50803,50803,ٱللَّهُ,الله,,0
50802,28,77,16,394,14,20,50804,50804,إِلَيۡكَ,إليك,waqf:after:ۖ,0
50803,28,77,17,394,15,20,50805,50805,وَلَا,ولا,,0
50804,28,77,18,394,15,20,50806,50806,تَبۡغِ,تبغ,,0
50805,28,77,19,394,15,20,50807,50807,ٱلۡفَسَادَ,الفساد,,0
50806,28,77,20,394,15,20,50808,50808,فِي,في,,0
50807,28,77,21,394,15,20,50809,50809,ٱلۡأَرۡضِ,الأرض,waqf:after:ۖ,0
50808,28,77,22,394,15,20,50810,50810,إِنَّ,إن,,0
50809,28,77,23,394,15,20,50811,50811,ٱللَّهَ,الله,,0
50810,28,77,24,394,15,20,50812,50812,لَا,لا,,0
50811,28,77,25,394,15,20,50813,50813,يُحِبُّ,يحب,,0
50812,28,77,26,394,15,20,50814,50814,ٱلۡمُفۡسِدِينَ,المفسدين,,0
50813,28,78,1,395,1,20,50815,50815,قَالَ,قال,,0
50814,28,78,2,395,1,20,50816,50816,إِنَّمَآ,إنما,,0
50815,28,78,3,395,1,20,50817,50817,أُوتِيتُهُۥ,أوتيته,,0
50816,28,78,4,395,1,20,50818,50818,عَلَىٰ,على,,0
50817,28,78,5,395,1,20,50819,50819,عِلۡمٍ,علم,,0
50818,28,78,6,395,1,20,50820,50820,عِندِيٓ,عندي,waqf:after:ۚ,0
50819,28,78,7,395,1,20,50821,50821,أَوَلَمۡ,أو لم,,0
50820,28,78,8,395,1,20,50822,50822,يَعۡلَمۡ,يعلم,,0
50821,28,78,9,395,1,20,50823,50823,أَنَّ,أن,,0
50822,28,78,10,395,1,20,50824,50824,ٱللَّهَ,الله,,0
50823,28,78,11,395,1,20,50825,50825,قَدۡ,قد,,0
50824,28,78,12,395,1,20,50826,50826,أَهۡلَكَ,أهلك,,0
50825,28,78,13,395,2,20,50827,50827,مِن,من,,0
50826,28,78,14,395,2,20,50828,50828,قَبۡلِهِۦ,قبله,,0
50827,28,78,15,395,2,20,50829,50829,مِنَ,من,,0
50828,28,78,16,395,2,20,50830,50830,ٱلۡقُرُونِ,القرون,,0
50829,28,78,17,395,2,20,50831,50831,مَنۡ,من,,0
50830,28,78,18,395,2,20,50832,50832,هُوَ,هو,,0
50831,28,78,19,395,2,20,50833,50833,أَشَدُّ,أشد,,0
50832,28,78,20,395,2,20,50834,50834,مِنۡهُ,منه,,0
50833,28,78,21,395,2,20,50835,50835,قُوَّةࣰ,قوة,,0
50834,28,78,22,395,2,20,50836,50836,وَأَكۡثَرُ,وأكثر,,0
